paper_id,claim_id,claim_text,claim_location,claim_prominence,method_used,method_rung,claim_rung,gap_score,confidence,hedge_flag,reasoning
2301.05217,2301.05217-01,We fully reverse engineer the algorithm learned by these networks,abstract,3,Ablation and weight/activation analysis,2,3,1,4,0,"The claim 'fully reverse engineer the algorithm' uses the linguistic marker 'reverse engineer' which typically implies a complete mechanistic understanding (Rung 3). The methods include interventional techniques like ablation (Rung 2) and observational analysis (Rung 1), with ablation being the highest-rung method directly supporting causal claims. However, the paper does not test uniqueness (e.g., via counterfactual scrubbing), so the claim overreaches the method by one rung. The claim is stated definitively without hedging. Confidence is 4 due to minor ambiguity from the lack of explicit uniqueness proof, though the field convention supports Rung 3 for such phrasing."
2301.05217,2301.05217-02,uses discrete Fourier transforms and trigonometric identities to convert addition to rotation,abstract,3,Ablation in Fourier space,2,3,1,4,0,"The claim 'uses discrete Fourier transforms and trigonometric identities to convert addition to rotation' describes a functional mechanism (Rung 3 linguistic marker: 'uses X to do Y'). The paper confirms this via ablation in Fourier space (Rung 2 method), which intervenes by removing frequencies and measures performance changes. This establishes causal necessity but not counterfactual uniqueness (Rung 3). The gap (+1) aligns with common overclaim patterns (e.g., ablation → functional claims). No hedging language is present. Confidence is high (4) due to clear mechanistic language and direct method support, though minor ambiguity arises from the paper's use of supplementary observational methods (Rung 1)."
2301.05217,2301.05217-03,grokking arises from the gradual amplification of structured mechanisms encoded in the weights,abstract,3,Ablation,2,3,1,4,0,"The claim 'grokking arises from the gradual amplification of structured mechanisms encoded in the weights' is supported by interventional methods (ablation of frequencies to define progress measures). Ablation is a Rung 2 method. The claim uses 'encoded' and explains the underlying mechanism of grokking, which, following the decision tree for polysemous terms, is classified as Rung 3 due to interventional evidence and the mechanistic nature of the claim. The claim is stated without hedging. Confidence is 4 due to minor ambiguity in claim strength interpretation, but the decision tree and evidence support Rung 3."
2409.04478,2409.04478-01,SAEs struggle to reach the neuron baseline,abstract,3,interchange intervention,2,2,0,5,0,"The claim 'SAEs struggle to reach the neuron baseline' is supported by interchange interventions (Rung 2 method) measuring causal effects on model outputs. The claim describes performance degradation relative to a baseline without asserting mechanistic uniqueness or representation (e.g., no 'encodes' or 'the circuit' markers). It aligns with Rung 2 linguistic patterns like 'degrades performance' and reflects empirical outcomes from interventions. No hedging language is present."
2409.04478,2409.04478-02,sets of SAE features that separately mediate knowledge of which country a city is in,abstract,3,Interchange intervention,2,2,0,5,0,"The claim uses 'mediate' – a Rung 2 linguistic marker for causal claims. The method (interchange interventions) is Rung 2 interventional, matching the causal claim level. No hedging language is present. High confidence due to precise term alignment and clear causal framing without overclaiming."
2601.11516,2601.11516-01,activation probes may be a promising misuse mitigation technique,abstract,3,Activation probing,1,1,0,4,1,"The method 'activation probing' is classified as Rung 1 (Observational/Associational) because it involves analyzing model activations without intervention. The claim that activation probes 'may be a promising misuse mitigation technique' is an associational claim about the utility of the method, similar to examples in Rung 1 of the claim classification (e.g., 'Probe accuracy predicts model behavior'). The word 'may' indicates hedging, so hedge_flag is set to 1. Confidence is 4 due to minor ambiguity in claim classification, but overall alignment with Rung 1 examples."
2601.11516,2601.11516-02,probes fail to generalize under important production distribution shifts,abstract,3,Observational testing on distribution shifts,1,1,0,5,0,"The claim 'probes fail to generalize under important production distribution shifts' is supported by observational testing where probes were evaluated across datasets representing distribution shifts (e.g., multi-turn conversations, long-context prompts). This method establishes correlational evidence without intervention, fitting Rung 1 (Observational/Associational). The claim uses associational language ('fail to generalize') without causal or mechanistic markers, aligning with Rung 1 linguistic markers. No hedging terms are present. Confidence is high (5) due to clear alignment with Rung 1 methods and claims in the codebook."
2304.14997,2304.14997-01,reverse-engineered nontrivial behaviors of transformer models,abstract,3,Activation patching,2,3,1,4,0,"The claim 'reverse-engineered nontrivial behaviors' implies a mechanistic understanding (Rung 3). The primary method used is activation patching, which is an interventional technique (Rung 2). This creates a +1 gap, consistent with the codebook's overclaiming pattern 'Patching → THE circuit'. The claim is stated definitively without hedging. Confidence is high but marked as 4 due to minor ambiguity in whether 'reverse-engineered' strictly requires Rung 3 evidence, though contextual analysis supports this classification."
2304.14997,2304.14997-02,ACDC algorithm rediscovered 5/5 of the component types in a circuit,abstract,3,Activation patching,2,3,1,4,0,"The ACDC algorithm uses activation patching, an interventional method (Rung 2), to identify important edges in the computational graph. The claim 'rediscovered 5/5 of the component types in a circuit' implies recovery of the mechanistic circuit, which is a unique structure (Rung 3) as per the decision tree for 'the circuit' in the codebook. The claim is stated as a fact without hedging."
2304.14997,2304.14997-03,researchers can understand the functionality of each component,abstract,3,Activation patching,2,3,1,4,0,"The claim 'researchers can understand the functionality of each component' is supported by activation patching (a Rung 2 interventional method). Understanding functionality implies mechanistic/functional attribution (Rung 3), creating a +1 overclaim. The claim lacks hedging words. Confidence is 4 due to minor ambiguity in whether the understanding is fully mechanistic or based on interventional evidence."
2304.14997,2304.14997-04,finding the connections between abstract neural network units that form a circuit,abstract,3,Activation patching,2,2,0,4,0,"The claim describes 'finding connections between abstract neural network units that form a circuit,' which directly references activation patching (an interventional Rung 2 method) as the core technique. The claim focuses on identifying causal connections (e.g., 'connections that form a circuit'), aligning with Rung 2 linguistic markers like 'mediates' or 'influences' without asserting uniqueness or mechanistic computation (Rung 3). No hedging language is present. Confidence is 4 due to clear alignment with Rung 2, though minor ambiguity arises from the term 'circuit' potentially implying mechanism, but context confirms a causal-not-unique interpretation."
2407.14008,2407.14008-01,partially reverse-engineer the circuit responsible for the Indirect Object Identification task,abstract,3,ACDC and Edge Attribution Patching (EAP),2,3,1,4,0,"The phrase 'reverse-engineer the circuit responsible' uses definite article 'the' and functional attribution ('responsible for'), indicating R3 mechanistic claim. Methods used (ACDC/EAP) are R2 interventional techniques. 'Partially' doesn't hedge the mechanistic claim itself. Classic R2→R3 overclaim pattern matching codebook's 'THE circuit' example."
2407.14008,2407.14008-02,Layer 39 is a key bottleneck,abstract,3,Resample ablation and layer removal,2,2,0,5,0,The claim 'Layer 39 is a key bottleneck' is supported by Rung 2 interventional methods: resample ablation (Section 4.1.1) and layer removal (Section 4.1.2). These show causal effects on task performance when intervening on Layer 39. The claim uses causal language ('bottleneck') consistent with Rung 2 markers like 'ablating X degrades Y'. No uniqueness claims (Rung 3) or hedging terms are present. Confidence is high due to multiple converging experimental lines of evidence.
2407.14008,2407.14008-03,Convolutions in layer 39 shift names one position forward,abstract,3,Causal tracing,2,3,1,4,0,"The claim 'Convolutions in layer 39 shift names one position forward' uses the functional verb 'shift', indicating a mechanistic role (Rung 3). The primary supporting method is causal tracing (resample ablation), an interventional technique (Rung 2). There is no hedging in the claim. The gap of +1 is a common overclaim pattern (e.g., Patching → functional attribution). Confidence is 4 due to the clear method and claim, but the abstract prominence and the gap introduce minor ambiguity."
2407.14008,2407.14008-04,The name entities are stored linearly in Layer 39's SSM,abstract,3,Activation patching and representation averaging,2,3,1,4,0,"The claim 'stored linearly' uses 'stored', a polysemous term triggering the decision tree. The paper provides interventional evidence (activation patching and representation averaging in Section 4.3) showing output changes when modifying SSM representations. Since the claim describes an internal storage mechanism ('stored linearly') rather than an intervention result, it qualifies as Rung 3. The method (activation patching) is Rung 2. No hedging is present. Confidence is 4 due to strong alignment with the decision tree, though minor ambiguity exists in whether 'stored' solely implies mechanism."
2501.17148,2501.17148-01,prompting outperforms all existing methods followed by finetuning,abstract,3,Benchmark evaluation with LLM judge and AUROC,1,1,0,5,0,"The claim compares method performance using AXBENCH benchmark metrics (LLM judge scores for steering, AUROC for concept detection), which establishes correlational evidence without interventions. The claim uses performance language ('outperforms') consistent with Rung 1 associational claims. No hedging is present. Confidence is high as the claim directly reports empirical results from the benchmark."
2501.17148,2501.17148-02,SAEs are not competitive,abstract,3,Benchmark evaluation (observational),1,1,0,5,0,"The claim 'SAEs are not competitive' is supported by observational benchmark comparisons in AXBENCH, where SAEs are evaluated against other methods using correlational metrics (AUROC for concept detection, LLM-judged scores for steering). This fits Rung 1 methods (observational/associational) as per the codebook. The claim itself is a direct performance comparison ('not competitive'), using Rung 1 linguistic markers for empirical associations. No hedging is present. Confidence is high (5) due to explicit quantitative results in the paper showing SAEs underperforming baselines."
2501.17148,2501.17148-03,representation-based methods such as difference-in-means perform the best,abstract,3,difference-in-means,2,1,0,4,0,"The claim states that difference-in-means (a Rung 2 method) performs the best in concept detection. This is an empirical, associational claim about method performance, fitting Rung 1. The claim does not use causal or mechanistic language, and there are no hedging words."
2404.03646,2404.03646-01,specific components within middle layers show strong causal effects at the last token of the subject,abstract,3,Causal tracing/interchange interventions,2,2,0,5,0,The method used (causal tracing) is a Rung 2 interventional method. The claim uses explicit Rung 2 language ('causal effects') without making uniqueness claims. The claim is stated definitively without hedging.
2404.03646,2404.03646-02,rank-one model editing methods can successfully insert facts at specific locations,abstract,3,ROME editing,2,2,0,4,1,"The method 'rank-one model editing' refers to ROME, which is a Rung 2 interventional method (editing weights and observing change). The claim states that this method 'can successfully insert facts', which is a causal outcome (Rung 2 claim) about the intervention's effect. The word 'can' acts as a hedge, indicating possibility. Confidence is high (4) due to clear method classification and claim type, with minor ambiguity from hedging."
2404.03646,2404.03646-03,linearity of Mamba's representations of factual relations,body,1,Linearity of Relation Embedding (LRE),1,1,0,4,0,"The method LRE analyzes linear approximations of model computations without interventions, falling under Rung 1 (observational/associational). The claim 'linearity of representations' uses associational language ('linearity') consistent with Rung 1 markers like 'is decodable from'. No hedging terms are present. Confidence is 4 due to clear method classification but slight ambiguity in claim phrasing."
2505.14685,2505.14685-01,LM binds each character-object-state triple together by co-locating their reference information,abstract,3,Activation patching and interchange interventions,2,3,1,4,0,"The claim 'LM binds each character-object-state triple together by co-locating their reference information' describes a mechanistic process (binding triples via co-located references). The paper uses Rung 2 interventional methods (activation patching and interchange interventions) to support this. Applying the decision tree for 'encodes/represents/stores': (1) Interventional evidence is provided (Fig. 3-6 interventions), (2) The claim focuses on the underlying mechanism (how binding occurs), not just intervention results, warranting Rung 3. No hedging language is present. Confidence is 4 due to strong alignment with mechanistic claims in the paper, though minor ambiguity exists in whether 'binds' strictly implies unique representation."
2505.14685,2505.14685-02,lookback mechanism which enables the LM to recall important information,abstract,3,Activation patching,2,3,1,4,0,"The claim describes a 'lookback mechanism' that 'enables the LM to recall important information,' using functional language ('enables') and mechanistic framing ('mechanism') characteristic of Rung 3 claims. The paper supports this with Rung 2 methods (activation patching/interchange interventions), establishing causal effects but not full counterfactual uniqueness. While 'mechanism' implies functional attribution, the lack of explicit uniqueness testing introduces minor ambiguity. No hedging language is present."
2505.14685,2505.14685-03,the binding lookback retrieves the correct state OI,abstract,3,Activation patching and causal tracing,2,3,1,4,0,"The paper uses activation patching and causal tracing (Rung 2 methods) to support the claim that a specific mechanism (binding lookback) retrieves the state OI. The claim describes a functional mechanism, which is characteristic of Rung 3 claims. There is no hedging in the claim."
2505.14685,2505.14685-04,reverse-engineering ToM reasoning in LMs,abstract,3,Activation patching,2,3,1,4,0,"The paper uses activation patching (interchange interventions), which is a Rung 2 method. The claim 'reverse-engineering ToM reasoning' implies uncovering the internal mechanism, which is a Rung 3 claim. The claim is stated without hedging. Confidence is 4 due to strong evidence but minor ambiguity in the strength of the mechanistic claim."
2510.06182,2510.06182-01,LMs implement such retrieval via a positional mechanism,abstract,3,Activation patching,2,3,1,5,0,"The claim 'LMs implement such retrieval via a positional mechanism' is a mechanistic claim about model internals, using functional attribution language ('implement via a mechanism') characteristic of Rung 3. The paper employs interchange interventions (a form of activation patching) to test this claim, which is a Rung 2 method. No hedging is present. Confidence is high due to clear alignment with Rung 3 linguistic markers and explicit methodological context."
2510.06182,2510.06182-02,LMs supplement the positional mechanism with a lexical mechanism and a reflexive mechanism,abstract,3,Interchange interventions,2,3,1,5,0,"The claim describes three mechanisms (positional, lexical, reflexive) that LMs use for entity retrieval, asserting a mechanistic explanation of model internals. The method used (interchange interventions) is a Rung 2 interventional technique. The claim uses definitive language about model mechanisms ('supplement', 'mechanisms') without hedging, matching Rung 3 linguistic markers for mechanistic claims. The confidence is high due to extensive experimental validation across models and tasks documented in the paper."
2510.06182,2510.06182-03,causal model combining all three mechanisms that estimates next token distributions with 95% agreement,body,1,Interchange interventions and causal abstraction,2,3,1,5,0,"The claim describes a causal model combining positional, lexical, and reflexive mechanisms to estimate next token distributions with 95% agreement. The method involves interchange interventions (a form of activation patching) and causal abstraction, which are Rung 2 interventional techniques per the codebook. The claim asserts a mechanistic explanation ('how LMs mix these mechanisms') and functional attribution ('the model uses these components'), with definitive language ('THE mechanism') implying uniqueness and underlying computation. This aligns with Rung 3 (counterfactual/mechanistic claims). No hedging is present, and confidence is high due to explicit experimental validation across models and tasks."
2510.06182,2510.06182-04,how LMs bind and retrieve entities in-context,abstract,3,Activation patching,2,3,1,4,0,"The paper uses activation patching (a Rung 2 interventional method) to investigate entity binding and retrieval mechanisms. The claim 'how LMs bind and retrieve entities in-context' describes the underlying mechanisms, which is a Rung 3 claim. The paper provides interventional evidence for causal effects but does not use Rung 3 methods (e.g., counterfactual patching or uniqueness tests) to fully establish mechanistic uniqueness. The claim is stated without hedging. Confidence is 4 due to strong interventional support but minor ambiguity in whether the evidence fully elevates to Rung 3."
2411.16105,2411.16105-01,circuits within LLMs may be more flexible and general than previously recognized,abstract,3,Activation patching and path patching,2,3,1,4,1,"The claim 'circuits within LLMs may be more flexible and general than previously recognized' uses Rung 3 linguistic markers ('flexible and general') implying mechanistic properties of circuits. The paper's primary methods (activation patching, path patching) are Rung 2 interventional techniques. The hedge 'may be' triggers hedge_flag=1. Confidence is 4 due to strong experimental support but minor ambiguity in generalizing beyond the IOI circuit studied."
2411.16105,2411.16105-02,the circuit generalizes surprisingly well reusing all of its components and mechanisms,abstract,3,Activation patching,2,3,1,5,0,"The claim 'the circuit generalizes surprisingly well reusing all of its components and mechanisms' is evaluated using activation patching (a Rung 2 interventional method) to test circuit behavior on prompt variants. The claim asserts mechanistic reuse ('the circuit', 'mechanisms'), implying uniqueness and functional persistence (Rung 3). No hedging language is present. Confidence is high (5) due to direct experimental evidence of 100% node overlap and quantitative path analysis supporting the claim."
2411.16105,2411.16105-03,we discover a mechanism that explains this which we term S2 Hacking,abstract,3,Activation patching,2,3,1,4,0,"The claim 'discover a mechanism' (S2 Hacking) is a Rung 3 mechanistic claim. The method used is activation patching (a Rung 2 interventional method), creating a +1 gap. No hedging language is present. Confidence is 4 due to the clear Rung 3 linguistic markers but minor ambiguity from the method-claim gap."
2411.16105,2411.16105-04,implement algorithms responsible for performing specific tasks,abstract,3,Activation patching,2,3,1,4,0,"The claim uses the Rung 3 marker 'implement' to attribute a functional mechanism to circuits. The paper's primary method (activation patching) is Rung 2, establishing causal effects but not counterfactual uniqueness. The gap represents a +1 overclaim. No hedging language is present."
2402.17700,2402.17700-01,MDAS achieves state-of-the-art results on RAVEL demonstrating the importance of going beyond neuron-level analyses to identify features distributed across activations,abstract,3,Multi-task Distributed Alignment Search (MDAS),2,1,0,4,0,"The method used is MDAS, a multi-task extension of Distributed Alignment Search (DAS), which involves interchange interventions to establish causal effects under specific interventions (Rung 2). The claim states MDAS 'achieves state-of-the-art results' on the RAVEL benchmark, which is an associational claim about empirical performance (Rung 1) as it correlates method effectiveness with benchmark outcomes without asserting causal mechanisms. No hedging language (e.g., 'may' or 'suggests') is present. Confidence is high (4) due to clear method classification, but minor ambiguity exists in whether performance claims inherently imply causality."
2402.17700,2402.17700-02,If this leads the LM to output Asia instead of Europe then we have evidence that the feature F encodes the attribute continent,introduction,2,Activation patching,2,3,1,4,1,"The method used is activation patching (interchange intervention), which is classified as Rung 2 (Interventional) per the codebook. The claim uses the term 'encodes', which is a Rung 3 marker. Following the decision tree for polysemous terms: interventional evidence is provided (Rung 2 method), but the claim is about the underlying mechanism (how the feature represents the attribute) rather than just the intervention result, leading to Rung 3. The phrase 'we have evidence that' acts as a hedge. Confidence is 4 due to the clear method classification and claim marker, with minor ambiguity from the hedge."
2402.17700,2402.17700-03,Methods with counterfactual supervision achieve strong results while methods with unsupervised featurizers struggle,results,1,Interchange interventions (RAVEL evaluation),2,1,0,4,0,"The claim summarizes experimental results from the RAVEL benchmark, which uses interchange interventions (Rung 2 interventional method) to evaluate interpretability methods. The claim itself is an empirical performance comparison ('achieve strong results' vs 'struggle') without causal or mechanistic language, fitting Rung 1 associational claims. No hedging terms are present. Confidence is high (4) due to clear experimental context, but minor ambiguity exists as the claim focuses on method performance rather than direct model internals."
2402.17700,2402.17700-04,The representations of different attributes gradually disentangle as we move towards later layers,results,1,Multi-task Distributed Alignment Search (MDAS),2,2,0,4,0,"The claim 'The representations of different attributes gradually disentangle as we move towards later layers' is supported by MDAS, an interventional method (Rung 2) involving interchange interventions to measure causal effects (Cause and Iso scores). The claim describes a causal trend in model behavior observed through these interventions, using language like 'disentangle' that aligns with Rung 2 causal effects rather than Rung 3 mechanistic uniqueness. No hedging terms are present. Confidence is 4 due to minor ambiguity in 'disentangle,' but context confirms it refers to intervention-based isolation of causal effects."
2402.17700,2402.17700-05,Some groups of attributes are more difficult to disentangle than others... Changing one of these entangled attributes has seemingly unavoidable ripple effects,results,1,"Interchange interventions (DAS, MDAS)",2,3,1,4,1,"The methods used (DAS/MDAS) involve causal interventions (Rung 2). The claim makes a mechanistic statement about attribute entanglement and ripple effects ('unavoidable' interactions between attributes), which requires counterfactual reasoning about model mechanisms (Rung 3). The hedge 'seemingly' triggers the flag. Confidence is 4 due to clear intervention methods but some ambiguity in proving full uniqueness of mechanisms."
2404.03592,2404.03592-01,much prior interpretability work has shown that representations encode rich semantic information,abstract,3,"Linear probing, activation logging, SAE feature attribution, attention visualization, PCA/SVD, correlation analysis",1,1,0,4,0,"The claim references prior interpretability work using observational methods (Rung 1) like linear probing and SAE attribution. The term 'encode' is used in the context of information being linearly decodable from representations, as confirmed by the decision tree for polysemous terms. The claim is stated as established fact without hedging language."
2404.03592,2404.03592-02,interventions on linear subspaces of representations have provided increasing evidence that human-interpretable concepts are encoded linearly,introduction,2,Distributed interchange interventions (DII) on linear subspaces,2,3,1,5,0,The method involves interventional subspace editing (Rung 2). The claim uses 'encoded linearly' which implies a mechanistic claim about representation (Rung 3). The decision tree for 'encodes' shows this is R3 when supported by interventions but making a mechanism claim. No hedging present. High confidence due to explicit method-claim alignment per codebook examples.
2404.03592,2404.03592-03,DAS is highly expressive and can effectively localize concepts within model representations,body,1,DAS interchange,2,3,1,4,0,"The claim states DAS can 'effectively localize concepts within model representations.' DAS is an interventional method (Rung 2 per codebook). 'Localize concepts' implies identifying specific representations that encode concepts, which falls under Rung 3 markers ('encodes,' 'represents'). The decision tree for 'encodes/represents' confirms this is a mechanistic claim (Rung 3) as it asserts how concepts are stored/represented, not just causal effects. No hedging language is present. Confidence is high (4) due to clear Rung 3 markers, though minor ambiguity exists in 'localize' interpretation."
2404.03592,2404.03592-04,a linear subspace distributed across a set of neurons can achieve generalised control over a vast number of tasks,discussion,2,LoReFT,2,2,0,4,0,"The claim is based on the LoReFT method, which is an interventional technique (Rung 2). The claim states that the linear subspace can achieve control, which is a causal sufficiency claim (Rung 2) and does not assert uniqueness or a detailed mechanism. There is no hedging in the claim."
2404.03592,2404.03592-05,LoReFT shows that training a set of low-rank interventions on selected residual streams can induce a base LM to follow instructions,discussion,2,Low-rank linear subspace intervention (LoReFT),2,2,0,5,0,"The method used is LoReFT, which involves learned interventions on hidden representations through low-rank projections. This qualifies as Rung 2 (Interventional) per the codebook since it involves causal interventions that modify representations to steer model behavior. The claim states the method 'can induce a base LM to follow instructions,' using causal language ('induce') that matches Rung 2 linguistic markers like 'can produce' or 'enables.' There are no uniqueness claims (Rung 3) or hedging terms. Confidence is high (5) because the claim directly describes the method's purpose and aligns with experimental results in the paper."
2104.08164,2104.08164-01,The factual knowledge acquired during pre-training and stored in the parameters of Language Models,abstract,3,Activation logging,1,1,0,4,0,"The claim 'stored in the parameters' is based on prior observational studies (e.g., Petroni et al., 2019) that use methods like prompting, which falls under Rung 1 (Activation logging). The decision tree for 'stored' indicates that without interventional evidence and given the context of being decodable/present, it should be classified as Rung 1. The claim is stated as a fact without hedging."
2104.08164,2104.08164-02,our hyper-network can be regarded as a probe revealing which components need to be changed to manipulate factual knowledge,abstract,3,Hyper-network training for parameter update prediction,2,2,0,4,1,"The method involves training a hyper-network to predict weight updates (Δθ) through constrained optimization, which constitutes an intervention on model parameters (Rung 2: Interventional). The claim uses causal language ('need to be changed to manipulate') but does not assert uniqueness or mechanistic computation (Rung 3 markers). The hedge 'can be regarded as' reduces certainty. Confidence is high (4) due to clear interventional framing, though 'probe' introduces minor ambiguity as probes are typically Rung 1, but here it refers to identifying causal components via intervention."
2104.08164,2104.08164-03,our analysis shows that the updates tend to be concentrated on a small subset of components,abstract,3,Weight editing,2,1,0,4,1,"The method used is weight editing (similar to ROME/MEMIT edits), which is an interventional technique (Rung 2). The claim 'the updates tend to be concentrated on a small subset of components' describes an observed pattern from the analysis of updates, making it an associational claim (Rung 1). The phrase 'tend to be' acts as a hedge. Confidence is 4 due to minor ambiguity in whether the claim might imply mechanistic insights, but the explicit statement is observational."
2104.08164,2104.08164-04,our hyper-network can be regarded as a probe revealing the causal mediation mechanisms,body,1,Hyper-network for weight update,2,2,0,4,1,"The method involves predicting weight updates to intervene on the model, which is interventional (Rung 2). The claim uses 'causal mediation', a Rung 2 marker, and does not assert uniqueness. The phrase 'can be regarded as' is a hedge."
2104.08164,2104.08164-05,the knowledge manipulation seems to be achieved by primarily modifying parameters affecting the shape of the attention distribution,body,1,Hyper-network based parameter editing with constrained optimization,2,3,1,4,1,"The method used (hyper-network predicting parameter updates with constrained optimization) is interventional (Rung 2) as it involves modifying model weights to change outputs. The claim uses functional attribution language ('achieved by primarily modifying parameters') and describes a mechanistic relationship between attention parameters and knowledge manipulation, which is Rung 3. The word 'seems' triggers the hedge flag. Confidence is 4 due to minor ambiguity in whether this qualifies as a full uniqueness claim, though the functional attribution is clear."
2511.22662,2511.22662-01,The core difficulty we identify is that distinguishing strategic deception from simpler behaviours requires making claims about a model's internal beliefs and goals,introduction,2,Conceptual arguments and analysis of existing works and case studies,1,3,2,3,0,"The claim states that distinguishing strategic deception requires claims about internal beliefs and goals, which is a mechanistic (Rung 3) assertion about model internals. The method used to support this claim is conceptual analysis and observational review of existing empirical works and case studies, classified as Rung 1 (Observational/Associational) since it does not involve direct intervention or counterfactual testing. There are no hedging terms in the claim. Confidence is moderate (3) due to the conceptual nature of the claim and lack of a standard empirical method from the rungs."
2511.22662,2511.22662-02,What must be true about the internal state of the language model when it is lying or deceiving for a classifier such as an activation probe to provide good classification performance,body,1,Activation probe,1,3,2,3,1,"The claim discusses conditions for activation probes (a Rung 1 method) to detect deception effectively, but the paper does not empirically apply this method; it is a conceptual analysis. The claim's focus on necessary internal mechanisms for classification performance constitutes a Rung 3 mechanistic claim. The phrasing as a question ('What must be true...') introduces hedging. Confidence is moderate due to ambiguity in method rung assignment (conceptual rather than empirical application)."
