paper_id,claim_id,claim_text,claim_location,claim_prominence,method_used,method_rung,claim_rung,gap_score,confidence,hedge_flag,reasoning
2301.05217,2301.05217-01,We fully reverse engineer the algorithm learned by these networks,abstract,3,"Weight analysis, activation analysis, Fourier transform analysis, ablation in Fourier space",2,3,1,4,0,"The claim 'fully reverse engineer the algorithm learned by these networks' is a Rung 3 (counterfactual/mechanistic) claim because it asserts a complete understanding of the unique algorithm implemented by the model, implying uniqueness and full mechanistic explanation. The methods used include observational (R1: weight/activation analysis, Fourier transforms) and interventional (R2: ablation in Fourier space). The highest-rung method directly supporting the claim is ablation (R2), which establishes causal effects but not necessarily uniqueness. However, the claim uses 'fully reverse engineer' which implies a complete mechanistic understanding beyond just causal sufficiency, making it R3. There is no hedging language. Confidence is 4 because while the claim is strong, the paper provides extensive evidence across multiple methods converging on the algorithm, though 'fully' is an absolute term."
2301.05217,2301.05217-02,uses discrete Fourier transforms and trigonometric identities to convert addition to rotation,abstract,3,"Weight analysis, activation analysis, Fourier transform analysis, ablation in Fourier space",2,3,1,4,0,"The claim 'uses discrete Fourier transforms and trigonometric identities to convert addition to rotation' is from the abstract and describes the algorithm the model implements. The paper uses multiple methods: analysis of weights and activations (Rung 1 observational), but also ablation in Fourier space (Rung 2 interventional) to confirm the algorithm. The claim uses functional language 'uses' and describes a specific computational mechanism ('convert addition to rotation'), which is a mechanistic claim (Rung 3). The paper provides interventional evidence (ablation) supporting the algorithm, but the claim itself is about what the model 'uses' (mechanistic function), not just causal effects. Following the decision tree for 'encodes/represents/stores', since interventional evidence is provided and the claim is about the underlying mechanism (how it works), it should be coded as Rung 3. There is no hedging language in the claim."
2301.05217,2301.05217-03,grokking arises from the gradual amplification of structured mechanisms encoded in the weights,abstract,3,Ablation in Fourier space,2,3,1,4,0,"The claim 'grokking arises from the gradual amplification of structured mechanisms encoded in the weights' is from the abstract. The paper uses ablation in Fourier space (Rung 2 interventional method) to identify key frequencies and show their causal role. The claim uses 'mechanisms encoded in the weights' which implies a mechanistic understanding (Rung 3). Following the decision tree for 'encodes/represents/stores': the paper provides interventional evidence (ablation), but the claim is about the underlying mechanism ('arises from...amplification of structured mechanisms'), not just the intervention result, so it should be coded as R3. There is no hedge ('arises' is declarative). Confidence is 4 due to some ambiguity in whether 'encoded' is being used in a mechanistic sense versus a decodability sense, but the context of 'structured mechanisms' suggests mechanistic."
2409.04478,2409.04478-01,SAEs struggle to reach the neuron baseline,abstract,3,Interchange interventions with binary masking,2,2,0,4,0,"The claim 'SAEs struggle to reach the neuron baseline' is based on evaluation using interchange interventions (a causal intervention method) with differential binary masking to select features. This is an interventional method (Rung 2) that measures causal effects of patching features. The claim is about comparative performance ('struggle to reach'), which is an empirical outcome of the intervention, not a mechanistic claim about what the SAEs 'encode' or 'represent'. It fits Rung 2 linguistic markers like 'degrades' (implied by struggle) and is about the effect of interventions. There is no hedge present."
2409.04478,2409.04478-02,sets of SAE features that separately mediate knowledge of which country a city is in,abstract,3,Distributed Alignment Search (DAS) interchange intervention,2,2,0,4,0,"The claim 'sets of SAE features that separately mediate knowledge' uses the term 'mediate,' which is a Rung 2 linguistic marker for causal claims. The paper uses DAS interchange interventions (a Rung 2 method) to evaluate whether SAE features mediate knowledge. The claim is directly supported by the interventional evidence from the DAS-based evaluation, aligning with the method rung. There is no hedge present. Confidence is high but not maximal due to some ambiguity in whether 'mediate' implies causal sufficiency or a stronger mechanistic claim, but the context and codebook decision rules support R2."
2601.11516,2601.11516-01,activation probes may be a promising misuse mitigation technique,abstract,3,Linear probing,1,1,0,5,1,"The claim 'activation probes may be a promising misuse mitigation technique' is from the abstract. The paper's primary method is linear probing (and variants like attention probes) on frozen activations to classify inputs, which is a Rung 1 observational method (establishes correlational evidence only). The claim uses linguistic markers 'may be a promising... technique' which is a Rung 1 associational claim about utility/potential, not a causal or mechanistic claim. The hedge 'may' indicates uncertainty, so hedge_flag = 1. Confidence is high because the method and claim are clearly aligned with Rung 1."
2601.11516,2601.11516-02,probes fail to generalize under important production distribution shifts,abstract,3,Linear probing,1,1,0,4,0,"The claim 'probes fail to generalize under important production distribution shifts' is an empirical claim about probe performance. The method used is linear probing (or activation probing), which is explicitly described as a primary method in the paper (e.g., 'activation probes may be a promising misuse mitigation technique'). Linear probing is a Rung 1 (Observational/Associational) method per the codebook, as it establishes correlational evidence only (train classifier on frozen activations). The claim rung is 1 because it describes a performance observation ('fail to generalize') without causal or mechanistic language; it is an associational claim about probe behavior under distribution shifts. There is no hedge (no 'may', 'suggests', etc.), so hedge_flag = 0. Confidence is 4 due to minor ambiguity about whether 'probes' refers specifically to linear probes or includes other architectures, but the context indicates linear probing is the primary method."
2304.14997,2304.14997-01,reverse-engineered nontrivial behaviors of transformer models,abstract,3,Activation patching,2,3,1,4,0,"The claim 'reverse-engineered nontrivial behaviors of transformer models' appears in the abstract. The paper's primary method is activation patching (a Rung 2 interventional method) as part of the ACDC algorithm. The term 'reverse-engineered' implies discovering the underlying mechanism or algorithm, which is a Rung 3 (counterfactual/mechanistic) claim according to the codebook's linguistic markers ('reverse-engineered' suggests uncovering the actual computational mechanism). There is no hedging language. However, the paper focuses on automating circuit discovery rather than fully reverse-engineering behaviors, so there is some ambiguity about the strength of the claim, leading to confidence 4."
2304.14997,2304.14997-02,ACDC algorithm rediscovered 5/5 of the component types in a circuit,abstract,3,ACDC algorithm (activation patching variant),2,2,0,4,0,"The claim states that ACDC 'rediscovered 5/5 of the component types in a circuit.' The method used is ACDC, which is described as an algorithm that automates activation patching (a form of intervention) to find connections between abstract neural network units. According to the codebook, activation patching is a Rung 2 (interventional) method. The claim is about rediscovering component types that were previously identified, which implies causal sufficiency (the components are involved in the behavior) but does not assert uniqueness or a full mechanistic explanation. The language 'rediscovered' suggests replication of known causal components, aligning with Rung 2 causal claims (e.g., 'is sufficient for,' 'enables'). There is no hedge present. Confidence is 4 due to minor ambiguity about whether 'component types' implies full mechanistic understanding, but the context indicates it's about identifying components involved in the circuit."
2304.14997,2304.14997-03,researchers can understand the functionality of each component,abstract,3,Activation patching,2,2,0,4,0,"The claim 'researchers can understand the functionality of each component' appears in the abstract summarizing the paper's contribution. The paper's primary method is activation patching (a Rung 2 interventional method) as part of the ACDC algorithm for automated circuit discovery. The claim uses 'functionality' which suggests understanding causal roles of components, aligning with Rung 2 causal claims ('mediates', 'influences', 'enables'). It does not use definitive uniqueness language ('THE circuit') or strong mechanistic verbs ('encodes', 'computes') that would indicate Rung 3. The claim is stated as a fact without hedging words like 'may' or 'suggests', so hedge_flag=0. Confidence is 4 because while the method is clearly Rung 2, the claim wording 'functionality' could be interpreted as slightly stronger than pure causal effect, but the context suggests it's about understanding causal roles through intervention."
2304.14997,2304.14997-04,finding the connections between abstract neural network units that form a circuit,abstract,3,Activation patching (ACDC algorithm),2,2,0,4,0,"The claim 'finding the connections between abstract neural network units that form a circuit' describes an interventional method (activation patching via ACDC) that systematically tests causal effects by replacing activations with corrupted ones to identify important edges. This matches Rung 2 methods. The claim itself uses language like 'finding connections' and 'form a circuit' which describes causal sufficiency/mediation rather than unique mechanistic attribution, aligning with Rung 2 claims. No uniqueness or mechanistic language (e.g., 'the circuit', 'encodes', 'computes') is present. The claim is stated as a factual description of what the algorithm does."
2407.14008,2407.14008-01,partially reverse-engineer the circuit responsible for the Indirect Object Identification task,abstract,3,"Activation patching (path patching), resample ablation, edge attribution patching (EAP), ACDC",2,3,1,4,0,"The claim 'partially reverse-engineer the circuit responsible for the Indirect Object Identification task' appears in the abstract. The methods used include activation patching (path patching), resample ablation, edge attribution patching (EAP), and ACDC, which are interventional methods (Rung 2). The claim uses the phrase 'the circuit responsible for,' which implies a unique, mechanistic explanation (Rung 3) according to the codebook's decision tree for 'the circuit' (definite article implies uniqueness unless qualified). The hedge 'partially' does not reduce the claim rung; it indicates incompleteness but still asserts a circuit is responsible. The gap is +1 (R2→R3), consistent with the calibration example from the IOI circuit paper. Confidence is 4 due to minor ambiguity in 'partially' but clear R3 markers."
2407.14008,2407.14008-02,Layer 39 is a key bottleneck,abstract,3,"Resample ablation, layer removal, minimal cross-talk circuit analysis",2,2,0,4,0,"The claim 'Layer 39 is a key bottleneck' appears in the abstract. The paper uses multiple interventional methods to support this: resample ablation (Section 3.1.4, Figure 4), zero-ablation of layer outputs (Section 4.1.2, Figure 5), and constructing minimal cross-talk circuits (Section 4.1.3, Figure 6). These are Rung 2 methods (interventional) as they involve causal interventions like ablation and patching. The claim uses 'bottleneck' which implies a causal role in information flow, aligning with Rung 2 causal claims (e.g., 'mediates', 'influences'). It does not use Rung 3 markers like 'encodes' or 'the circuit', nor does it claim uniqueness or a full mechanism. No hedging words are present."
2407.14008,2407.14008-03,Convolutions in layer 39 shift names one position forward,abstract,3,Activation patching (resample ablation) and cosine similarity analysis,2,3,1,4,0,"The claim 'Convolutions in layer 39 shift names one position forward' is from the abstract. The paper uses resample ablation (a causal intervention) on conv slices and cosine similarity analysis of hidden states to support this claim. The method involves patching conv slices and observing effects on model behavior, which is interventional (Rung 2). The claim uses the functional verb 'shift' and implies a specific computational mechanism performed by the convolution, which is a mechanistic claim (Rung 3). There is no hedge present. The gap is +1 (R2→R3), consistent with the overclaim pattern of using interventional evidence to support a functional/mechanistic claim. Confidence is 4 due to minor ambiguity in whether 'shift' is explicitly causal or mechanistic, but the context suggests a mechanistic interpretation."
2407.14008,2407.14008-04,The name entities are stored linearly in Layer 39's SSM,abstract,3,Activation patching (resample ablation) and representation modification via averaging/subtraction,2,3,1,4,0,"The claim 'The name entities are stored linearly in Layer 39's SSM' uses the term 'stored' which, per the codebook's decision tree for 'encodes/represents/stores', defaults to R3 (mechanistic) unless context indicates a decodability sense. The paper provides interventional evidence: resample ablation (R2) shows layer 39 is a bottleneck, and representation modification experiments (subtract/add method) demonstrate linear manipulation of SSM inputs changes outputs. However, the evidence establishes causal effects of interventions (R2), not uniqueness or full mechanistic explanation of storage. The claim implies a specific storage mechanism ('linearly stored'), which is a R3 mechanistic claim. There is no hedge ('are stored' is definitive). Confidence is 4 due to some ambiguity: the paper's evidence supports linear manipulability but not necessarily storage as a unique mechanism."
2501.17148,2501.17148-01,prompting outperforms all existing methods followed by finetuning,abstract,3,Benchmarking/comparison of steering methods,2,2,0,4,0,"The claim 'prompting outperforms all existing methods followed by finetuning' is an empirical comparison of model control techniques (steering methods) based on evaluation results from AXBENCH. The methods compared (prompting, finetuning, representation-based steering like SAEs, ReFT-r1, etc.) involve interventions (e.g., adding vectors to activations, finetuning) to assess causal effects on model outputs, which aligns with Rung 2 (Interventional). The claim itself is a comparative performance statement about causal efficacy ('outperforms'), which is a Rung 2 claim about causal effects under specific interventions. There is no hedge present. Confidence is 4 due to minor ambiguity in whether 'outperforms' implies a causal claim, but the context of benchmarking steering methods supports this classification."
2501.17148,2501.17148-02,SAEs are not competitive,abstract,3,Benchmark comparison of steering methods (including SAEs) using concept detection and model steering evaluations,2,2,0,4,0,"The claim 'SAEs are not competitive' is an empirical comparison based on the AXBENCH evaluation, which uses interventional methods (steering vectors, ReFT-r1, etc.) to assess causal efficacy in model steering and concept detection. The paper's methods involve interventions (e.g., adding vectors to activations) and performance metrics (AUROC, steering scores), which are Rung 2 (causal effects under interventions). The claim is about comparative performance (SAEs lag behind other methods), which is a causal efficacy claim (Rung 2), not a mechanistic explanation (Rung 3). No hedging words like 'may' or 'suggests' are present, so hedge_flag = 0. Confidence is 4 due to clear method classification but some ambiguity in whether the claim is purely Rung 2 (it's about causal performance, not mechanism)."
2501.17148,2501.17148-03,representation-based methods such as difference-in-means perform the best,abstract,3,Difference-in-means,1,1,0,4,0,"The claim 'representation-based methods such as difference-in-means perform the best' is from the abstract. The method 'difference-in-means' is an observational/associational method (Rung 1) that computes the difference between averaged representations from two classes of inputs, establishing correlational evidence without intervention. The claim uses the phrase 'perform the best,' which is an empirical performance claim about concept detection (C) and model steering (S) tasks, not a causal or mechanistic claim. It does not use markers like 'causally affects' (R2) or 'encodes' (R3). The claim is stated as a factual finding without hedging. Confidence is 4 because the method is clearly R1, and the claim is about performance, but there is minor ambiguity about whether 'perform' could imply functional attribution; however, in context, it refers to benchmark results."
2404.03646,2404.03646-01,specific components within middle layers show strong causal effects at the last token of the subject,abstract,3,causal tracing or interchange interventions,2,2,0,5,0,"The claim states that 'specific components within middle layers show strong causal effects at the last token of the subject.' The method used is explicitly stated as 'causal tracing or interchange interventions' in the abstract, which are interventional methods (Rung 2). The claim uses the phrase 'causal effects,' which is a direct linguistic marker for Rung 2 claims (causal claims). There is no hedge present, and the claim is stated as an established finding. The method and claim rungs align appropriately, with no overclaiming."
2404.03646,2404.03646-02,rank-one model editing methods can successfully insert facts at specific locations,abstract,3,ROME (Rank One Model Editing),2,2,0,4,0,"The claim 'rank-one model editing methods can successfully insert facts at specific locations' appears in the abstract and is supported by the paper's experiments applying ROME to Mamba. The method used is ROME, which involves making rank-one changes to model parameters to alter factual associations—this is an interventional method (editing weights and observing output changes), placing it at Rung 2. The claim states that these methods 'can successfully insert facts,' which is a causal claim about the effect of an intervention (editing changes model behavior), matching Rung 2 linguistic markers like 'can produce' or 'enables.' There is no hedge (e.g., 'may' or 'suggests'), and the claim is presented as an established finding. The confidence is 4 because the method and claim alignment is clear, but there is minor ambiguity in whether 'successfully' implies a mechanistic claim (Rung 3), but the context indicates it's about causal efficacy."
2404.03646,2404.03646-03,linearity of Mamba's representations of factual relations,body,1,Linearity of relation embedding (LRE) analysis,1,1,0,4,0,"The claim 'linearity of Mamba's representations of factual relations' refers to the LRE analysis method described in Section 5, which involves computing Jacobians and using linear approximations to test faithfulness of linear decodability. This is an observational/associational method (Rung 1) that establishes correlational evidence about whether factual relations can be linearly decoded from representations. The claim itself uses the term 'representations' which could be ambiguous, but in context it refers to the linear decodability analysis (Rung 1 linguistic markers like 'linearity' and 'representations' in the associational sense). There is no intervention mentioned, and the paper's LRE analysis measures how well linear approximations match model outputs, which is correlational. No hedging language is present in this specific claim phrase."
2505.14685,2505.14685-01,LM binds each character-object-state triple together by co-locating their reference information,abstract,3,Causal mediation analysis and interchange interventions,2,3,1,4,0,"The claim 'LM binds each character-object-state triple together by co-locating their reference information' appears in the abstract and describes a mechanistic process ('binds', 'co-locating'). The paper uses causal mediation analysis and interchange interventions (activation patching) to support this claim, which are Rung 2 (interventional) methods. The claim uses functional/mechanistic language ('binds', 'co-locating') implying a specific computational mechanism, which is Rung 3. There is no hedging language. However, the claim is about a discovered mechanism rather than a uniqueness claim ('the mechanism'), so while it's Rung 3, it's not making an absolute uniqueness claim. Confidence is 4 because while the methods are clearly interventional, the claim language is mechanistic but not explicitly uniqueness-claiming."
2505.14685,2505.14685-02,lookback mechanism which enables the LM to recall important information,abstract,3,Causal mediation analysis and interchange interventions,2,2,0,4,0,"The claim 'lookback mechanism which enables the LM to recall important information' appears in the abstract. The paper's primary method is causal mediation analysis using interchange interventions (activation patching), which is a Rung 2 (interventional) method. The claim uses the term 'enables,' which suggests a causal sufficiency claim (the mechanism enables recall). According to the codebook, 'enables' is a Rung 2 linguistic marker (causal claim). The claim does not assert uniqueness or a complete mechanistic description (e.g., 'THE mechanism' or 'computes'), so it is appropriately Rung 2. There is no hedging language ('may,' 'suggests'), so hedge_flag = 0. Confidence is 4 because the claim is clear, but there is minor ambiguity in whether 'enables' could be interpreted as a stronger mechanistic claim; however, given the context and the codebook's guidance on 'enables' as Rung 2, this is appropriate."
2505.14685,2505.14685-03,the binding lookback retrieves the correct state OI,abstract,3,Causal mediation analysis with interchange interventions (activation patching),2,3,1,4,0,"The claim 'the binding lookback retrieves the correct state OI' appears in the abstract. The paper's primary method is causal mediation analysis using interchange interventions (activation patching), which is a Rung 2 (interventional) method. The claim uses the verb 'retrieves,' which implies a functional mechanism (the lookback performs an operation). According to the codebook's decision tree for polysemous terms, functional verbs like 'retrieves' typically indicate Rung 3 (mechanistic) claims, as they describe what a component does rather than just establishing causal effects. The paper provides interventional evidence (activation patching) to support this, but the claim itself is mechanistic (describing the algorithm's operation). There is no hedging language (e.g., 'may' or 'suggests'), so hedge_flag = 0. Confidence is 4 because while the claim is clearly mechanistic, the method is interventional (Rung 2), leading to a potential overclaim gap, but the context strongly supports a Rung 3 interpretation."
2505.14685,2505.14685-04,reverse-engineering ToM reasoning in LMs,abstract,3,Causal mediation analysis and interchange interventions (activation patching),2,3,1,4,0,"The claim 'reverse-engineering ToM reasoning in LMs' appears in the abstract. The paper uses causal mediation analysis and interchange interventions (activation patching), which are Rung 2 (interventional) methods. The phrase 'reverse-engineering' implies uncovering the underlying mechanism or algorithm, which is a Rung 3 (counterfactual/mechanistic) claim according to the codebook's linguistic markers ('reverse-engineering the algorithm' is listed as a Rung 3 marker in the calibration examples). The claim does not contain explicit hedges like 'may' or 'suggests', so hedge_flag = 0. Confidence is 4 because while 'reverse-engineering' strongly suggests a mechanistic claim, the abstract phrasing is somewhat broad."
2510.06182,2510.06182-01,LMs implement such retrieval via a positional mechanism,abstract,3,Interchange interventions (activation patching variant),2,3,1,4,0,"The claim 'LMs implement such retrieval via a positional mechanism' is a mechanistic claim about how LMs work ('implement', 'mechanism'), which is Rung 3. The paper uses interchange interventions (a form of activation patching) to establish causal effects, which is a Rung 2 method. The claim overreaches the method's rung by asserting a specific implementation mechanism rather than just causal sufficiency. There is no hedging language. Confidence is 4 because the claim is explicit, but the method is interventional (R2) while the claim is mechanistic (R3), creating a clear overclaim pattern."
2510.06182,2510.06182-02,LMs supplement the positional mechanism with a lexical mechanism and a reflexive mechanism,abstract,3,Interchange interventions (activation patching),2,2,0,4,0,"The claim 'LMs supplement the positional mechanism with a lexical mechanism and a reflexive mechanism' is from the abstract. The paper uses interchange interventions (a form of activation patching) as the primary method, which is a Rung 2 (interventional) method. The claim describes causal supplementation of mechanisms ('supplement'), which is a causal claim about how mechanisms interact, fitting Rung 2 linguistic markers like 'influences' or 'enables'. It does not assert uniqueness or full mechanistic explanation (Rung 3), nor is it purely correlational (Rung 1). There is no hedging language. Confidence is 4 due to minor ambiguity in whether 'supplement' implies causal sufficiency or mechanistic role, but the context supports Rung 2."
2510.06182,2510.06182-03,causal model combining all three mechanisms that estimates next token distributions with 95% agreement,body,1,Interchange interventions (causal tracing/activation patching),2,2,0,4,0,"The paper uses interchange interventions (a Rung 2 interventional method) to establish causal effects of different mechanisms (positional, lexical, reflexive). The claim states they 'develop a causal model combining all three mechanisms that estimates next token distributions with 95% agreement' - this is a claim about causal sufficiency ('estimates next token distributions') based on interventional evidence, matching Rung 2 linguistic markers like 'causal model' and 'estimates' (predictive causal effect). There's no uniqueness claim or mechanistic explanation of how the model computes these mechanisms, just that they combine to predict behavior. The claim is stated as an empirical result without hedging."
2510.06182,2510.06182-04,how LMs bind and retrieve entities in-context,abstract,3,interchange interventions (activation patching variant),2,3,1,4,0,"The claim 'how LMs bind and retrieve entities in-context' is a mechanistic claim about the internal processes of language models, implying an understanding of the underlying mechanisms. The paper uses interchange interventions (a form of activation patching) which is a Rung 2 interventional method that establishes causal effects but not unique necessity or counterfactual proof. The claim uses functional language ('bind and retrieve') which suggests a mechanistic explanation (Rung 3). There is no hedge present. The method is interventional (Rung 2) but the claim is mechanistic (Rung 3), indicating a +1 gap. Confidence is 4 due to some ambiguity in whether 'bind and retrieve' is explicitly a uniqueness claim, but the overall narrative strongly implies mechanistic understanding."
2411.16105,2411.16105-01,circuits within LLMs may be more flexible and general than previously recognized,abstract,3,Activation patching (path patching) and circuit analysis,2,2,0,4,1,"The paper uses interventional methods (activation patching/path patching) to discover and analyze circuits, which is Rung 2. The claim states 'circuits within LLMs may be more flexible and general than previously recognized' - this is a causal claim about circuit properties (flexibility/generality) based on intervention results, but uses 'may' as a hedge. The claim does not assert a unique mechanism (R3) but rather a causal property discovered through intervention."
2411.16105,2411.16105-02,the circuit generalizes surprisingly well reusing all of its components and mechanisms,abstract,3,activation patching (path patching),2,3,1,4,0,"The paper uses activation patching (path patching) to discover and evaluate circuits, which is a Rung 2 (interventional) method. The claim 'the circuit generalizes surprisingly well reusing all of its components and mechanisms' uses the definite article 'the circuit' implying uniqueness and the functional term 'reusing all of its components and mechanisms' suggests a mechanistic narrative about how the circuit operates across variants. According to the codebook's decision tree for 'the circuit', without explicit uniqueness tests, the definite article typically indicates a Rung 3 claim (mechanistic/uniqueness). The paper does not prove uniqueness but treats the circuit as the identified mechanism. No hedging words are present."
2411.16105,2411.16105-03,we discover a mechanism that explains this which we term S2 Hacking,abstract,3,Activation patching (path patching) and knockout/ablation analysis,2,3,1,4,0,"The paper uses path patching (a Rung 2 interventional method) to discover circuits and analyze causal effects. The claim 'we discover a mechanism that explains this which we term S2 Hacking' uses the term 'mechanism' which is a Rung 3 linguistic marker indicating a mechanistic explanation. The claim implies an understanding of how the circuit works (explaining generalization), not just causal effects. However, the paper provides interventional evidence (patching, ablation) to support the mechanism, so it's not purely observational. Following the decision tree for 'mechanism': the paper provides interventional evidence (YES), and the claim is about the underlying mechanism (how it works) not just the intervention result, so Rung 3. Confidence is 4 because while 'mechanism' strongly suggests Rung 3, the abstract doesn't provide full details, but the paper's methods support a mechanistic claim."
