paper_id,claim_id,claim_text,claim_location,claim_prominence,method_used,method_rung,claim_rung,gap_score,confidence,hedge_flag,reasoning
2304.14997,2304.14997-04,finding the connections between abstract neural network units that form a circuit,abstract,3,activation patching,2,3,1,5,0,"The method used is activation patching, which is an interventional method (Rung 2) as it involves replacing activations and measuring effects. The claim 'finding the connections between abstract neural network units that form a circuit' uses the definite article 'the circuit', which according to the codebook's decision tree for polysemous terms, implies uniqueness and should be coded as Rung 3. This is consistent with the calibration example of the IOI circuit paper where 'the circuit' was also coded as Rung 3. There is no hedge present in the claim."
2407.14008,2407.14008-01,partially reverse-engineer the circuit responsible for the Indirect Object Identification task,abstract,3,"Resample ablation, zero ablation, activation patching (EAP)",2,3,1,5,1,"The claim 'partially reverse-engineer the circuit responsible for the Indirect Object Identification task' uses the phrase 'reverse-engineer the circuit', which is a Rung 3 linguistic marker per the codebook (e.g., 'reverse-engineering' implies a mechanistic or counterfactual claim about the complete algorithm). The definite article 'the circuit' also signals uniqueness, a Rung 3 feature. However, the methods used—resample ablation, zero ablation, and Edge Attribution Patching (EAP)—are interventional (Rung 2), as they establish causal sufficiency but not necessity or uniqueness. The hedge 'partially' reduces the strength but does not change the rung, as the core claim remains mechanistic. This matches the IOI circuit calibration case (2211.00593), where 'reverse-engineering' and 'the circuit' were coded as Rung 3 despite Rung 2 methods. Thus, claim_rung (3) > method_rung (2), indicating overclaiming. Confidence is high (5) due to clear linguistic markers and method descriptions in the paper."
2407.14008,2407.14008-02,Layer 39 is a key bottleneck,abstract,3,"Zero and Resample ablation, greedy minimal subsets of layers for token cross-talk",2,3,1,5,0,"The claim 'Layer 39 is a key bottleneck' is a mechanistic claim (Rung 3) because it implies that Layer 39 plays a unique and essential role in the information flow of the IOI task, which goes beyond mere correlation or causal influence. The methods used to support this claim are zero ablation and resample ablation (both Rung 2 interventional methods) and analysis of minimal subsets of layers for token cross-talk (also Rung 2, as it involves systematic intervention). While these methods establish causal importance, they do not prove uniqueness or necessity in a counterfactual sense (which would require Rung 3 methods like causal scrubbing or necessity tests). The claim is stated without hedging (e.g., 'may be' or 'suggests'), so hedge_flag=0. This follows the common overclaim pattern where Rung 2 methods support a Rung 3 claim about a component being a 'bottleneck' (implying a critical, possibly unique role)."
2407.14008,2407.14008-03,Convolutions in layer 39 shift names one position forward,abstract,3,Resample ablation on conv slices,2,3,1,5,0,"The claim 'Convolutions in layer 39 shift names one position forward' is a mechanistic claim (Rung 3) because it uses the verb 'shift', which implies a functional role and causal mechanism. The method used to support this claim is resample ablation on conv slices (Section 4.2), which is an interventional method (Rung 2). This creates a +1 gap (claim_rung > method_rung). The evidence comes from Figure 8, where patching specific conv slices shows that the -1 slice at token position +1 has a large effect, supporting the shifting hypothesis. The claim is stated without hedging, so hedge_flag=0. Confidence is high (5) because the linguistic marker 'shift' clearly indicates a mechanistic interpretation, and the method is correctly classified as interventional."
2407.14008,2407.14008-04,The name entities are stored linearly in Layer 39's SSM,abstract,3,"Resample ablation, zero ablation, activation patching",2,3,1,5,0,"The claim 'The name entities are stored linearly in Layer 39's SSM' uses the word 'stored', which is a Rung 3 linguistic marker indicating a mechanistic/counterfactual claim about representation (per the codebook's Decision Tree for 'encodes/represents/stores'). The paper supports this with interventional methods: resample ablation, zero ablation, and activation patching (e.g., in Sections 4.1.1, 4.1.2, 4.4), which are Rung 2 methods. These establish causal effects but not the full mechanism or uniqueness of storage. Therefore, claim_rung (3) > method_rung (2), indicating overclaiming. The claim is stated without hedging (e.g., no 'may' or 'suggests'), so hedge_flag=0. Confidence is high (5) because the method and claim rungs are clearly defined in the codebook and directly applicable here."
2501.17148,2501.17148-01,prompting outperforms all existing methods followed by finetuning,abstract,3,empirical evaluation on AXBENCH benchmark,2,2,0,5,0,"The claim 'prompting outperforms all existing methods followed by finetuning' is an empirical performance comparison based on the AXBENCH benchmark evaluations reported in the paper. The method involves running multiple steering methods (including prompting, finetuning, and representation-based approaches) on standardized tasks and measuring their performance through an LLM judge. This constitutes an interventional method (Rung 2) because it involves actively intervening in the model's behavior through different steering techniques and measuring causal effects on output quality. The claim itself is about relative performance ('outperforms'), which is a causal claim about the effectiveness of different methods, placing it at Rung 2. The claim does not make mechanistic assertions about how or why prompting works (which would be Rung 3), but rather reports observed performance differences. There is no hedging in the claim ('outperforms' is stated definitively), and the evidence from Tables 2 and 7 clearly supports this performance ranking."
2501.17148,2501.17148-02,SAEs are not competitive,abstract,3,Evaluation using concept detection (AUROC) and model steering (LLM judge) on AXBENCH benchmark,1,1,0,5,0,"The claim 'SAEs are not competitive' appears in the abstract and is supported by the paper's evaluation methods. The primary methods used are concept detection (measured by AUROC) and model steering (evaluated by an LLM judge), both of which are observational/associational. Concept detection via AUROC is a correlational measure of how well features predict labels, and LLM-based evaluation of generations is an observational assessment of output quality. These methods do not involve interventions on the model, so they are Rung 1. The claim 'not competitive' is a comparative performance statement based on these observational metrics, which aligns with Rung 1 linguistic markers like 'predicts' or 'is decodable from'. There is no causal or mechanistic language in the claim, so it is Rung 1. The claim is stated as a definitive conclusion without hedging words like 'may' or 'suggests', so hedge_flag=0. The methods and claim are well-aligned at Rung 1, with high confidence due to clear method descriptions in the paper."
2501.17148,2501.17148-03,representation-based methods such as difference-in-means perform the best,abstract,3,Difference-in-means (DiffMean),2,2,0,5,0,"The method used is difference-in-means (DiffMean), which is an interventional method involving adding a computed vector to activations to steer the model. This qualifies as Rung 2 (Interventional) per the codebook. The claim states that 'representation-based methods such as difference-in-means perform the best' — this is a causal claim about performance ('perform') but does not assert mechanistic or unique functionality (e.g., 'encodes', 'the circuit', 'controls'). It refers to empirical efficacy in concept detection and steering, which aligns with Rung 2 causal claims like 'is sufficient for' or 'can produce'. There is no hedge (e.g., 'may', 'suggests'), so hedge_flag=0. The claim is about observed performance in the benchmark, not about internal mechanism, so it does not overclaim beyond the method's rung."
2404.03646,2404.03646-01,specific components within middle layers show strong causal effects at the last token of the subject,abstract,3,causal tracing or interchange interventions (activation patching),2,2,0,5,0,"The method used is causal tracing/interchange interventions (a form of activation patching), which is an interventional method that establishes causal effects under specific interventions, placing it at Method Rung 2. The claim states that 'specific components within middle layers show strong causal effects at the last token of the subject'. The phrase 'causal effects' is a clear linguistic marker of a Rung 2 claim, as it directly asserts a causal relationship based on intervention results. There is no use of stronger mechanistic language (e.g., 'encodes', 'represents', 'the circuit', 'performs') that would elevate it to Rung 3. The claim accurately reflects the level of evidence provided by the method. The claim is stated without hedging (e.g., no 'may', 'suggests'), so hedge_flag is 0. This is a clear case with no ambiguity, hence confidence is 5."
2404.03646,2404.03646-02,rank-one model editing methods can successfully insert facts at specific locations,abstract,3,ROME editing,2,2,0,5,0,"The method used is ROME editing, which is a weight modification technique that intervenes on the model's parameters to alter factual associations. According to the codebook, this is a Rung 2 (Interventional) method, as it establishes causal effects through direct parameter changes. The claim states that 'rank-one model editing methods can successfully insert facts at specific locations'. The phrase 'insert facts' implies a causal effect on the model's behavior, which aligns with Rung 2 causal claims such as 'can produce' or 'enables'. The claim does not assert a unique mechanism or functional role (e.g., 'the circuit' or 'performs'), nor does it use mechanistic language like 'encodes' or 'represents', which would indicate Rung 3. Therefore, the claim_rung is 2. There is no hedge (e.g., 'may', 'suggests') in the claim, so hedge_flag is 0. The assignment is clear based on the codebook examples, particularly the ROME paper calibration, leading to high confidence."
2404.03646,2404.03646-03,linearity of Mamba's representations of factual relations,body,1,Jacobian-based linear approximation (LRE),1,1,0,5,0,"The claim 'linearity of Mamba's representations of factual relations' is made in the context of Section 5, which uses the LINEARITY OF RELATION EMBEDDING (LRE) method. LRE computes Jacobians to approximate the model's computation as a linear function, which is an observational/associational method (Rung 1) as it does not involve any intervention on the model. The linguistic marker 'linearity' aligns with Rung 1 claims about the nature of representations (e.g., 'is linearly decodable'). The claim is stated without hedging, but the method (LRE) directly supports this level of claim, so there is no overclaim. The method and claim both belong to Rung 1, resulting in no gap."
2505.14685,2505.14685-01,LM binds each character-object-state triple together by co-locating their reference information,abstract,3,Interchange interventions (activation patching) and causal abstraction with desiderata-based component masking,2,3,1,5,0,"The method used is interchange intervention (activation patching) combined with causal abstraction and subspace interventions, which constitutes Rung 2 (interventional) evidence as it involves systematic patching of activations to measure causal effects. The claim states the LM 'binds' character-object-state triples by 'co-locating their reference information', which uses the functional verb 'binds' and implies a mechanistic process of variable binding. According to the codebook's decision tree for polysemous terms, 'binds' is a functional verb that implies a mechanistic role (Rung 3), especially when combined with the narrative of co-location in specific subspaces. The claim is stated definitively without hedging ('binds... by co-locating'), making it a strong mechanistic assertion. This represents an overclaim as Rung 2 methods cannot fully establish the unique mechanistic binding process claimed at Rung 3."
2505.14685,2505.14685-02,lookback mechanism which enables the LM to recall important information,abstract,3,interchange interventions (activation patching) and causal abstraction,2,3,1,5,0,"The method used is interchange interventions (activation patching) and causal abstraction with targeted interventions on hidden activations, which constitutes an interventional method (Rung 2) as it involves systematically replacing activations and measuring effects. The claim states the model 'uses' a 'lookback mechanism' that 'enables' recall of information, which are functional and mechanistic linguistic markers ('uses', 'mechanism', 'enables') indicating a Rung 3 claim about the model's internal algorithm. The claim asserts a specific computational mechanism rather than just causal sufficiency. There is no hedge present in the claim. This follows the common overclaim pattern of patching → 'the mechanism' (Rung 2 → Rung 3)."
2505.14685,2505.14685-03,the binding lookback retrieves the correct state OI,abstract,3,interchange interventions (activation patching) and causal abstraction with targeted interventions on localized subspaces,2,3,1,5,0,"The method used is interchange intervention (activation patching) combined with causal abstraction and subspace interventions, which constitutes an interventional method (Rung 2) as it involves systematically replacing activations and measuring effects. The claim 'the binding lookback retrieves the correct state OI' uses the verb 'retrieves', which is a functional/mechanistic attribution implying a specific computational role, and appears in the context of a mechanistic narrative about how the model 'binds' information. This constitutes a Rung 3 claim about the model's internal mechanism. There is no hedge (e.g., 'may', 'suggests') present. This matches the calibration pattern seen in the IOI circuit paper where patching (Rung 2) supports claims about what components 'do' (Rung 3)."
2505.14685,2505.14685-04,reverse-engineering ToM reasoning in LMs,abstract,3,Interchange interventions (activation patching) and causal abstraction with targeted interventions,2,3,1,5,0,"The method used is interchange interventions (activation patching) and causal abstraction with targeted interventions on localized subspaces, which constitute interventional methods (Rung 2) as they involve systematically replacing activations and measuring effects. The claim 'reverse-engineering ToM reasoning in LMs' implies uncovering the complete, unique mechanism (the algorithm) by which the model performs Theory of Mind reasoning, which is a Rung 3 claim as it asserts mechanistic understanding and completeness. This is similar to the 'grokking' calibration case where 'fully reverse engineer' was a Rung 3 claim despite Rung 2 methods. There is no hedge present in the claim."
2510.06182,2510.06182-01,LMs implement such retrieval via a positional mechanism,abstract,3,Interchange interventions,2,3,1,5,0,"The claim 'LMs implement such retrieval via a positional mechanism' uses the word 'implement', which is a functional verb indicating a mechanistic claim (Rung 3). The method used in the paper is interchange interventions, which is an interventional method (Rung 2) as it involves replacing components between runs to measure causal effects. According to the codebook, functional verbs like 'implements' elevate the claim to Rung 3. There is no hedge in the claim, so hedge_flag is 0. The paper's own findings challenge this claim by showing additional mechanisms, but the claim as stated in the abstract about prior work is presented as a factual statement about how LMs work, making it a Rung 3 claim based on Rung 2 evidence."
2510.06182,2510.06182-02,LMs supplement the positional mechanism with a lexical mechanism and a reflexive mechanism,abstract,3,Interchange interventions,2,3,1,5,0,"The method used is interchange interventions, which is an interventional method (Rung 2) as it involves replacing components in the original run with those from a counterfactual to identify causal relevance. The claim states that LMs 'supplement the positional mechanism with a lexical mechanism and a reflexive mechanism', which uses the word 'mechanism' three times. According to the codebook's decision tree for 'the circuit'/'the mechanism', this constitutes a Rung 3 claim because it implies a mechanistic account of how the model works, even without the definite article 'the'. The claim is stated as a definitive finding without hedging (e.g., 'may' or 'suggests'), so hedge_flag=0. The evidence from interchange interventions establishes causal effects (Rung 2) but the claim makes a stronger mechanistic assertion about the model's internal operation (Rung 3), resulting in overclaiming."
2510.06182,2510.06182-03,causal model combining all three mechanisms that estimates next token distributions with 95% agreement,body,1,Interchange interventions,2,3,1,5,0,"The method used is interchange interventions (also called causal tracing), which is an interventional method (Rung 2) that establishes causal effects by replacing components between runs. The claim states the model 'combining all three mechanisms' estimates next token distributions, which uses the definite article 'the' and implies a complete mechanistic account (uniqueness), placing it at Rung 3. The 95% agreement is presented as a definitive achievement without hedging. This follows the common overclaim pattern of Rung 2 intervention → Rung 3 mechanistic claim, similar to the IOI circuit paper calibration case."
2510.06182,2510.06182-04,how LMs bind and retrieve entities in-context,abstract,3,Interchange interventions,2,3,1,5,0,"The paper uses interchange interventions (a form of activation patching) which is an interventional method (Rung 2) as it involves replacing components in the model and measuring effects. The claim 'how LMs bind and retrieve entities in-context' in the abstract makes a mechanistic claim about the underlying process, using the definite article 'the' implicitly in the framing of discovering 'how' it works, which implies a unique mechanism. This is further supported by the paper's development of a causal model combining three mechanisms that estimates next token distributions with 95% agreement, indicating a claim about the actual mechanism rather than just causal effects. The claim is stated without hedging, so hedge_flag=0. This is a clear case of Rung 2 method supporting a Rung 3 claim, similar to the IOI circuit paper calibration example."
2411.16105,2411.16105-01,circuits within LLMs may be more flexible and general than previously recognized,abstract,3,Activation patching,2,2,0,5,1,"The claim 'circuits within LLMs may be more flexible and general than previously recognized' appears in the abstract and contains the hedge 'may', so hedge_flag=1. The claim is about circuit generalization and flexibility, which is supported by activation patching experiments comparing circuit performance across prompt variants (DoubleIO, TripleIO). Activation patching is a Rung 2 (interventional) method. The claim uses cautious language ('may') and speaks to causal effects under intervention (generalization under changed inputs), but does not assert a unique mechanism or full algorithmic reverse-engineering, so it is Rung 2. The paper does not claim to have proven uniqueness or necessity (Rung 3), but rather demonstrates reuse of circuit components under intervention, which aligns with Rung 2 causal claims. The hedge further supports that this is not an overclaim."
2411.16105,2411.16105-02,the circuit generalizes surprisingly well reusing all of its components and mechanisms,abstract,3,activation patching,2,3,1,5,0,"The method used is activation patching (a Rung 2 interventional method), as described in Section 5.2 and referencing Wang et al. (2023). The claim states that 'the circuit generalizes surprisingly well reusing all of its components and mechanisms'—the phrase 'reusing all of its components and mechanisms' implies a mechanistic explanation of how the circuit functions across variants, which constitutes a Rung 3 claim. The use of 'mechanisms' (plural) and the assertion of reuse indicates a functional, mechanistic narrative about the internal operation of the circuit, not just causal sufficiency. There is no hedge (e.g., 'may', 'suggests'), so hedge_flag=0. This matches the common overclaim pattern of Rung 2 methods supporting Rung 3 claims about circuit reuse and mechanism."
2411.16105,2411.16105-03,we discover a mechanism that explains this which we term S2 Hacking,abstract,3,Activation patching,2,3,1,5,0,"The method used is activation patching (referred to as 'path patching' in the paper), which is an interventional method (Rung 2). The claim 'we discover a mechanism that explains this which we term S2 Hacking' uses the word 'mechanism', which is a Rung 3 linguistic marker per the codebook (Decision Tree for 'the circuit'/'the mechanism': 'mechanism' implies uniqueness or functional attribution, coded as R3). The claim is stated without hedging (no 'may', 'suggests', etc.), so hedge_flag=0. The paper explicitly uses interventional methods to support this mechanistic claim, but the claim goes beyond causal effects to assert a discovered mechanism, resulting in claim_rung=3. Confidence is high (5) because the method and claim markers are clear and align with calibration examples like IOI Circuit paper."
