paper_id,claim_id,claim_text,claim_location,claim_prominence,method_used,method_rung,claim_rung,gap_score,confidence,hedge_flag,reasoning
2301.04709,2301.04709-01,Causal abstraction provides a theoretical foundation for mechanistic interpretability,abstract,3,Theoretical formalization (causal abstraction framework),1,1,0,3,0,"Claim: 'Causal abstraction provides a theoretical foundation for mechanistic interpretability.' This is a theoretical/meta claim about frameworks, not an empirical claim about model internals. No experimental intervention. Coding as R1/R1 since it's an associational/definitional claim: causal abstraction 'provides' a foundation (correlational framing of theoretical adequacy)."
2301.04709,2301.04709-02,generalizing the theory of causal abstraction from mechanism replacement to arbitrary mechanism transformation,abstract,3,Theoretical formalization,1,1,0,3,0,"Claim: 'generalizing the theory of causal abstraction from mechanism replacement to arbitrary mechanism transformation.' Pure theoretical contribution claim. No empirical method. R1/R1 — theoretical extension claim, no model intervention."
2301.04709,2301.04709-03,unifying a variety of mechanistic interpretability methods in the common language of causal abstraction,abstract,3,Theoretical unification / framework paper,1,1,0,3,0,Claim: 'unifying a variety of mechanistic interpretability methods in the common language of causal abstraction.' Theoretical/organizational claim. No empirical method used on model internals. R1/R1.
2301.05217,2301.05217-01,We fully reverse engineer the algorithm learned by these networks,abstract,3,Ablation in Fourier space + weight/activation analysis,2,3,1,5,0,Claim: 'We fully reverse engineer the algorithm learned by these networks.' 'Fully reverse engineer the algorithm' = completeness + uniqueness claim (R3). Ablation (R2) establishes causal necessity of Fourier components. 'Fully' + 'the algorithm' = R3 per calibration rationale.
2301.05217,2301.05217-02,uses discrete Fourier transforms and trigonometric identities to convert addition to rotation,abstract,3,Weight analysis + activation analysis + ablation,2,3,1,5,0,"Claim: 'uses discrete Fourier transforms and trigonometric identities to convert addition to rotation.' 'Uses X to do Y' = mechanistic narrative (R3 per codebook). Ablation supports causal role (R2) but 'the model uses DFT to convert' = functional algorithm claim. Per calibration: 'uses DFT ... to convert' = functional mechanism, R3."
2301.05217,2301.05217-03,grokking arises from the gradual amplification of structured mechanisms encoded in the weights,abstract,3,Weight/activation analysis (observational),1,3,2,4,0,Claim: 'grokking arises from the gradual amplification of structured mechanisms encoded in the weights.' 'Encoded in the weights' = storage language (R3 per decision tree). Evidence is weight analysis (R1 — no intervention on activations). Per calibration: 'encoded in the weights' from weight analysis alone = R1→R3 overclaim (+2 gap).
2304.14997,2304.14997-01,reverse-engineered nontrivial behaviors of transformer models,abstract,3,Activation patching (ACDC automated circuit discovery),2,3,1,4,0,Claim: 'reverse-engineered nontrivial behaviors of transformer models.' 'Reverse-engineered' = R3 (complete mechanistic reconstruction). ACDC uses activation patching (R2). Per calibration: 'reverse-engineering' language = R3 overclaim.
2304.14997,2304.14997-02,ACDC algorithm rediscovered 5/5 of the component types in a circuit,abstract,3,Activation patching (ACDC),2,2,0,4,0,Claim: 'ACDC algorithm rediscovered 5/5 of the component types in a circuit.' This is an empirical performance/coverage claim about the algorithm's output matching prior manual findings. 'Rediscovered' = empirical result of method effectiveness (R2). No strong mechanistic claim about model internals.
2304.14997,2304.14997-03,researchers can understand the functionality of each component,abstract,3,Activation patching (ACDC workflow),2,3,1,3,0,Claim: 'researchers can understand the functionality of each component.' 'Understand the functionality' = functional/mechanistic claim about what components DO (R3). Activation patching (R2) identifies causal effects but 'functionality' implies complete algorithmic understanding. Mild R3 claim.
2304.14997,2304.14997-04,finding the connections between abstract neural network units that form a circuit,abstract,3,Activation patching (ACDC),2,3,1,4,0,Claim: 'finding the connections between abstract neural network units that form a circuit.' 'Form a circuit' with definite framing implies unique mechanistic structure (R3). Activation patching (R2) finds causally relevant connections. 'The circuit' framing = R3 per decision tree.
2309.16042,2309.16042-01,systematically examine the impact of methodological details in activation patching,abstract,3,Activation patching (systematic comparison of variants),2,2,0,5,0,"Claim: 'systematically examine the impact of methodological details in activation patching.' This is a methodological characterization claim — the paper systematically varies hyperparameters and measures effects (R2 method, R2 claim about causal impact of methodological choices). No overclaim."
2309.16042,2309.16042-02,varying these hyperparameters could lead to disparate interpretability results,abstract,3,Activation patching (systematic hyperparameter comparison),2,2,0,5,1,Claim: 'varying these hyperparameters could lead to disparate interpretability results.' 'Could lead to' = hedged (hedge_flag=1). Causal claim: varying X causes disparate Y = R2. Method is systematic activation patching experiments (R2). Well-matched.
2311.17030,2311.17030-01,even if a subspace intervention makes the model's output behave as if the value of a feature was changed this effect may be achieved by activating a dormant parallel pathway,abstract,3,Subspace activation patching + theoretical analysis,2,2,0,4,1,Claim: 'even if a subspace intervention makes the model's output behave as if the value of a feature was changed this effect may be achieved by activating a dormant parallel pathway.' 'May be achieved by' = hedged (hedge_flag=1). The core mechanism claim describes what can happen under interventions (R2). Method is subspace activation patching (R2). Well-matched.
2311.17030,2311.17030-02,patching of subspaces can lead to an illusory sense of interpretability,abstract,3,Subspace activation patching + theoretical analysis,2,2,0,4,0,Claim: 'patching of subspaces can lead to an illusory sense of interpretability.' Causal claim about what patching interventions do (R2 — 'can lead to' implies causal effect of the method). No mechanistic uniqueness claim about model internals. Method is activation patching analysis (R2). Well-matched.
2311.17030,2311.17030-03,we demonstrate this phenomenon in a distilled mathematical example in two real-world domains,body,1,Subspace activation patching + mathematical examples,2,2,0,4,0,Claim: 'we demonstrate this phenomenon in a distilled mathematical example in two real-world domains.' Empirical demonstration claim — 'demonstrate' is empirical result language. Method combines mathematical proof and activation patching experiments (R2). The claim is about demonstrating a phenomenon (R2 — causal effect established in specific domains).
2311.17030,2311.17030-04,there is an inconsistency between fact editing performance and fact localization,abstract,3,Subspace activation patching + ROME editing analysis,2,2,0,4,0,Claim: 'there is an inconsistency between fact editing performance and fact localization.' Empirical observation about the relationship between two intervention-based measures (R2 — comparing causal intervention outcomes). Method is activation patching + editing experiments (R2). Well-matched.
2402.17700,2402.17700-01,MDAS achieves state-of-the-art results on RAVEL demonstrating the importance of going beyond neuron-level analyses to identify features distributed across activations,abstract,3,Multi-task Distributed Alignment Search (MDAS) with interchange interventions,2,2,0,4,0,Claim: 'MDAS achieves state-of-the-art results on RAVEL demonstrating the importance of going beyond neuron-level analyses to identify features distributed across activations.' Performance claim ('achieves state-of-the-art') + methodological implication ('importance of going beyond'). Intervention-based evaluation (R2). Claim is R2 — about causal sufficiency of distributed features. No unique mechanism claim.
2402.17700,2402.17700-02,If this leads the LM to output Asia instead of Europe then we have evidence that the feature F encodes the attribute continent,introduction,2,Interchange interventions (activation patching),2,3,1,4,0,"Claim: 'If this leads the LM to output Asia instead of Europe then we have evidence that the feature F encodes the attribute continent.' 'Encodes the attribute' — applying the decision tree: interventional evidence (YES), claim about result vs mechanism: the paper says 'encodes' in the context of what the intervention reveals about the feature's role = the feature 'encodes' (stores/represents) the concept. Per decision tree 'encodes' with interventional evidence, about the mechanism → R3. The paper is making a mechanistic attribution of encoding, not just 'is decodable from'."
2402.17700,2402.17700-03,Methods with counterfactual supervision achieve strong results while methods with unsupervised featurizers struggle,results,1,Interchange interventions (RAVEL benchmark evaluation),2,2,0,4,0,Claim: 'Methods with counterfactual supervision achieve strong results while methods with unsupervised featurizers struggle.' Comparative empirical result about method performance (R2 — causal evaluation using interventions). No mechanistic claim about model internals beyond what methods can achieve.
2402.17700,2402.17700-04,The representations of different attributes gradually disentangle as we move towards later layers,results,1,Interchange interventions (layer-by-layer evaluation),2,2,0,4,0,Claim: 'The representations of different attributes gradually disentangle as we move towards later layers.' Empirical finding from interchange intervention evaluations across layers (R2). 'Disentangle' describes the causal structure across layers as measured by interventions. No uniqueness claim.
2402.17700,2402.17700-05,Some groups of attributes are more difficult to disentangle than others... Changing one of these entangled attributes has seemingly unavoidable ripple effects,results,1,Interchange interventions (RAVEL evaluation),2,2,0,3,0,"Claim: 'Some groups of attributes are more difficult to disentangle than others... Changing one of these entangled attributes has seemingly unavoidable ripple effects.' Empirical finding from interventions (R2). 'Seemingly unavoidable ripple effects' describes causal consequences under intervention. No mechanistic uniqueness claim. Slight uncertainty because 'unavoidable' edges toward necessity language, but 'seemingly' softens it."
2403.07809,2403.07809-01,pyvene supports customizable interventions on a range of different PyTorch modules,abstract,3,Library capability demonstration (interventions on PyTorch modules),2,2,0,4,0,Claim: 'pyvene supports customizable interventions on a range of different PyTorch modules.' Technical capability claim about the library. The method is intervention-based (R2 — the library enables interventions). The claim is a functional description of the tool's capabilities (R2 — causal operations are enabled). No mechanistic claim about model internals.
2403.07809,2403.07809-02,pyvene provides a unified and extensible framework for performing interventions on neural models,abstract,3,Unified intervention framework,2,2,0,4,0,Claim: 'pyvene provides a unified and extensible framework for performing interventions on neural models.' Technical description of library functionality. R2 method (interventions); R2 claim (the framework enables interventional analyses). No overclaim about model internals.
2403.07809,2403.07809-03,we illustrate the power of the library via interpretability analyses using causal abstraction and knowledge localization,abstract,3,Causal abstraction + knowledge localization (via pyvene interventions),2,2,0,3,0,Claim: 'we illustrate the power of the library via interpretability analyses using causal abstraction and knowledge localization.' Demonstration claim — 'illustrate the power' via case studies. Method is interventions (R2). Claim is about what the library can do for interpretability analyses (R2 — causal analysis demonstrations). No mechanistic uniqueness claim.
2404.03592,2404.03592-01,much prior interpretability work has shown that representations encode rich semantic information,abstract,3,"literature summary / observational (probing, activation logging, correlational analysis cited as prior work)",1,3,2,4,0,"The claim asserts 'representations encode rich semantic information', using 'encode' — a Rung 3 mechanistic verb implying functional storage. The paper cites this as established prior work rather than presenting new interventional evidence; the cited methods include probing and SAE attribution (R1). Per the codebook decision tree: no interventional evidence is provided for this specific claim, and context does not make clear the authors mean merely 'linearly decodable' — they assert encoding as a background fact. Overclaim gap: +2 (R1 method, R3 claim). No hedge present."
2404.03592,2404.03592-02,interventions on linear subspaces of representations have provided increasing evidence that human-interpretable concepts are encoded linearly,introduction,2,distributed alignment search (DAS) / interchange interventions (R2),2,3,1,4,0,"The claim states interventions 'have provided increasing evidence that human-interpretable concepts are encoded linearly'. The method is DAS/interchange interventions (R2). 'Encoded linearly' uses storage/representation language (R3 marker). While 'increasing evidence' softens the claim slightly, it is not a full hedge — the paper treats linear encoding as the established conclusion the interventions support. The claim attributes a representational structure ('encoded linearly') that goes beyond what interventions establish (causal effects under subspace swaps). Overclaim gap: +1 (R2 method, R3 claim). No hedge_flag because 'increasing evidence' is hedging the quantity of evidence, not the claim type."
2404.03592,2404.03592-03,DAS is highly expressive and can effectively localize concepts within model representations,body,1,distributed alignment search (DAS) / interchange interventions (R2),2,2,0,4,0,"The claim says DAS 'can effectively localize concepts within model representations'. This is an interventional causal claim: DAS (an intervention method) is said to be capable of localizing concepts — meaning interventions on a subspace produce targeted causal effects. 'Localize' in this context means identifying subspaces where intervening changes model behavior, which is an R2 causal sufficiency claim. It does not assert the localized subspace is THE unique mechanism (which would be R3). The claim is about DAS's capability as a method, stated as a result of empirical evaluation. No overclaim gap. No hedge."
2404.03592,2404.03592-04,a linear subspace distributed across a set of neurons can achieve generalised control over a vast number of tasks,discussion,2,LoReFT intervention training / distributed interchange intervention (R2),2,2,0,4,0,"The claim is that 'a linear subspace distributed across a set of neurons can achieve generalised control over a vast number of tasks'. This is a causal sufficiency claim: intervening on a linear subspace (R2 method) is sufficient to control behavior across tasks. 'Achieve control' maps to R2 linguistic markers ('is sufficient for', 'can produce'). The claim does not assert this subspace is THE unique controller or claim to reveal the underlying mechanism — it claims interventional sufficiency. No overclaim. No hedge."
2404.03592,2404.03592-05,LoReFT shows that training a set of low-rank interventions on selected residual streams can induce a base LM to follow instructions,discussion,2,LoReFT fine-tuning with low-rank interventions on residual streams (R2),2,2,0,5,0,"The claim states LoReFT 'shows that training a set of low-rank interventions on selected residual streams can induce a base LM to follow instructions'. This is a clear causal sufficiency claim (R2): the intervention method produces a measurable behavioral change (instruction following). 'Can induce' is standard R2 language ('can produce'). The claim is empirically well-grounded: LoReFT is trained and evaluated on benchmarks demonstrating this. No mechanism claim, no uniqueness assertion. No overclaim, no hedge."
2404.03646,2404.03646-01,specific components within middle layers show strong causal effects at the last token of the subject,abstract,3,causal tracing / activation patching (R2),2,2,0,5,0,"The claim states 'specific components within middle layers show strong causal effects at the last token of the subject'. This is a textbook R2 claim: causal tracing/activation patching is applied, and causal effects are reported. 'Show strong causal effects' is precisely R2 language — it reports the result of an intervention (patching) in causal terms without asserting a complete mechanism or unique circuit. Method (causal tracing, R2) matches claim rung (R2). No overclaim. No hedge."
2404.03646,2404.03646-02,rank-one model editing methods can successfully insert facts at specific locations,abstract,3,rank-one model editing (ROME-style weight modification applied to Mamba) (R2),2,2,0,4,0,"The claim is that 'rank-one model editing methods can successfully insert facts at specific locations'. This is an interventional causal claim: modifying weights (R2 intervention) produces a measurable effect (fact insertion at specific locations). 'Can successfully insert' = causal sufficiency (R2). The phrase 'at specific locations' refers to the location of the weight modification, not a claim about where facts are stored mechanistically. The method is rank-one editing applied to Mamba modules, which is an R2 intervention. No R3 mechanism claim about uniqueness or storage. No overclaim. No hedge."
2404.03646,2404.03646-03,linearity of Mamba's representations of factual relations,body,1,linear relational embedding analysis / correlation of subject and object representations (R1),1,3,2,4,0,"The claim is about 'linearity of Mamba's representations of factual relations'. 'Representations' is the key term. Per the paper, this is established via measuring linear relationships between subject and object hidden states (following Hernandez et al.'s linear relational embeddings approach — a correlation/regression analysis, R1). The claim uses 'representations' in a storage/encoding sense — asserting that the model structurally represents factual relations in a linear format. Per the codebook decision tree for 'represents': no interventional evidence is provided specifically for this linearity claim (the interventional evidence is for the causal tracing/editing claims). Context does not clearly reduce this to 'linearly decodable'. Therefore: R1 method, R3 claim. Overclaim gap: +2. No hedge."
2404.15255,2404.15255-01,activation patching is a popular mechanistic interpretability technique but has many subtleties,abstract,3,methodological analysis / tutorial — no new empirical intervention (R2 survey/analysis),2,1,0,3,0,"This is a methodological guide paper. The claim states activation patching 'is a popular mechanistic interpretability technique but has many subtleties'. This is a meta-claim about the method itself, not about model internals. It is a descriptive/observational assertion about the technique's properties. As a claim about the method's characteristics (rather than model representations), it sits at R1 in claim rung — associational/descriptive. The method used is analysis of activation patching's behavior across conditions (R2), but the claim itself is a general statement about the technique. This is an unusual case — a methodological paper making claims about a method rather than model internals. Confidence is moderate due to the unusual framing. No hedge present; the claim is stated as fact."
2404.15255,2404.15255-02,varying these hyperparameters could lead to disparate interpretability results,abstract,3,systematic comparison of activation patching hyperparameters (R2),2,2,0,4,1,"The claim is that 'varying these hyperparameters could lead to disparate interpretability results'. This is an interventional claim about the causal effect of hyperparameter choices on patching outcomes — i.e., changing a methodological variable (hyperparameter) changes the result. 'Could lead to' is an explicit hedge ('could' = R1 hedge flag). The method involves systematic comparison of different patching configurations (noising vs. denoising, noise level, ablation type) — R2. The claim rung is R2: it's asserting causal influence of hyperparameter choices on outcomes. Hedge_flag = 1 due to 'could'. No overclaim."
2406.11779,2406.11779-01,The model outputs the largest logit on the true max token by attending more to larger tokens via the QK circuit and copying the tokens it attends to via the OV circuit,body,1,"mechanistic interpretability analysis — weight decomposition, OV/QK circuit analysis, formal proof (R1/R2 hybrid; primary evidence from weight analysis R1 and ablation R2)",2,3,1,4,0,"The claim states 'The model outputs the largest logit on the true max token by attending more to larger tokens via the QK circuit and copying the tokens it attends to via the OV circuit'. This is a strong mechanistic claim using functional attribution language: 'attending more to larger tokens via the QK circuit' and 'copying the tokens it attends to via the OV circuit' both use mechanistic verbs ('attending', 'copying via') ascribing specific computational roles to circuits. This is R3: 'the model uses X to do Y' pattern (mechanistic narrative). The method is a combination of weight analysis (R1) and ablation (R2); the proof context adds formal verification, but the claim itself is a mechanistic narrative about how the circuit works. Per calibration: functional verbs like 'copies' + definite circuit references = R3. Overclaim gap: +1 (R2 method, R3 claim). No hedge."
2406.11779,2406.11779-02,EQKE contains a single large rank-one component with singular value ~7800 around 620x larger than the second component,body,1,"SVD / weight matrix decomposition (R1 — observational, no intervention on model)",1,1,0,5,0,"The claim is that 'EQKE contains a single large rank-one component with singular value ~7800 around 620x larger than the second component'. This is a purely observational/structural claim about a weight matrix's spectral properties — obtained by SVD decomposition. No intervention on the model is performed; this is a measurement of the weight structure. The claim uses precise numerical language ('singular value ~7800', '620x larger') and reports a mathematical property of the matrix, not a behavioral or mechanistic claim. Method: weight analysis via SVD (R1). Claim: descriptive/structural property of the weights (R1). No overclaim. No hedge."
2406.11779,2406.11779-03,Zero ablating EQKP changes model accuracy from 0.9992 to 0.9993 confirming EQKP is unimportant to model functioning,body,1,zero ablation (R2 — intervention on model activations),2,2,0,5,0,"The claim states 'Zero ablating EQKP changes model accuracy from 0.9992 to 0.9993 confirming EQKP is unimportant to model functioning'. This is a textbook R2 claim: an ablation intervention is performed and the result (negligible accuracy change) is reported. 'Confirming EQKP is unimportant' is a causal necessity/necessity absence claim — the intervention shows this component does not causally affect performance, which is an R2 causal claim (ablation establishes causal non-necessity). Method (zero ablation, R2) matches claim rung (R2). No overclaim. No hedge."
2406.11779,2406.11779-04,Shorter proofs seem to require and provide more mechanistic understanding; more faithful mechanistic understanding leads to tighter performance bounds,abstract,3,correlation analysis across proof strategies — measuring relationship between proof length and mechanistic understanding metric (R1),1,3,2,3,1,"The claim states 'Shorter proofs seem to require and provide more mechanistic understanding; more faithful mechanistic understanding leads to tighter performance bounds'. Two sub-claims: (1) proof length correlates with mechanistic understanding (correlational, R1), and (2) faithful mechanistic understanding 'leads to' tighter bounds (causal claim, R2+). The method is correlational analysis of proof length vs. an 'unexplained dimensionality' metric across 102 proof strategies. 'Seem to' is an explicit hedge (hedge_flag=1). The second part — 'leads to tighter performance bounds' — is a causal/mechanistic narrative about how understanding drives proof quality, which is R3 in framing ('understanding leads to X' = mechanism narrative). However, 'seem to' softens both parts. Assigning method_rung=1 (correlation across proof strategies), claim_rung=3 (mechanistic narrative about role of understanding). Moderate confidence due to unusual meta-level claim about interpretability methods rather than model internals."
2406.11779,2406.11779-05,Compounding structureless errors are a key challenge when making rank-1 approximations of constituent matrices,body,1,rank-1 approximation analysis — mathematical/algebraic analysis of approximation error propagation (R1),1,1,0,4,0,The claim states 'Compounding structureless errors are a key challenge when making rank-1 approximations of constituent matrices'. This is a technical/mathematical claim about the behavior of rank-1 approximations — it describes error accumulation when composing rank-1 approximations. The method is mathematical analysis of approximation error (no model intervention). The claim is observational/analytical: it identifies a challenge in the proof methodology based on algebraic properties of matrix approximations. This is R1 in both method and claim. No overclaim. No hedge.
2407.14008,2407.14008-01,partially reverse-engineer the circuit responsible for the Indirect Object Identification task,abstract,3,"edge attribution patching, zero ablation, resample ablation, linear probes (R2 primary)",2,3,1,5,1,"The claim is to 'partially reverse-engineer the circuit responsible for the Indirect Object Identification task'. 'Reverse-engineer the circuit' is a paradigmatic R3 mechanistic claim — implying complete mechanism discovery and using 'THE circuit' (definite article = uniqueness). 'Partially' is an explicit hedge (hedge_flag=1), which softens the completeness but not the mechanistic framing. Per the IOI calibration anchor: this is the canonical R2→R3 overclaim pattern. Methods used are edge attribution patching, zero/resample ablation (R2). The claim language ('circuit responsible for') uses uniqueness and functional attribution — R3. Overclaim gap: +1. The 'partially' hedge is noted."
2407.14008,2407.14008-02,Layer 39 is a key bottleneck,abstract,3,"zero ablation, resample ablation (R2)",2,3,1,4,0,"The claim states 'Layer 39 is a key bottleneck'. 'Key bottleneck' implies a unique, structurally central role — this is a mechanistic/uniqueness claim (R3). While ablation experiments support that layer 39 has a causal effect (R2 evidence), characterizing it as THE key bottleneck implies it is the unique or primary chokepoint in information flow, which is a stronger mechanistic claim than the ablation evidence strictly licenses. Per the codebook: 'is responsible for' and uniqueness language → R3. Overclaim gap: +1. No hedge."
2407.14008,2407.14008-03,Convolutions in layer 39 shift names one position forward,abstract,3,linear probes on intermediate representations / intervention on convolution outputs (R2),2,3,1,4,0,"The claim states 'Convolutions in layer 39 shift names one position forward'. This is a mechanistic functional attribution — 'convolutions... shift names' uses a functional verb ('shift') ascribing a specific computational operation to a specific architectural component. This is R3: 'this component performs X' / 'the model uses X to do Y' pattern. The evidence comes from probing representations before/after the convolution and some intervention on the outputs, but the claim asserts the functional role of the convolution as THE mechanism for name shifting. Per calibration: functional verbs + component attribution = R3. Overclaim gap: +1 (R2 method, R3 claim). No hedge."
2407.14008,2407.14008-04,The name entities are stored linearly in Layer 39's SSM,abstract,3,"linear probes, averaging interventions on SSM representations (R1/R2 hybrid; primary evidence is linear probing R1 with some R2 averaging interventions)",1,3,2,4,0,"The claim states 'The name entities are stored linearly in Layer 39's SSM'. 'Stored linearly' is a classic R3 storage/representation claim — using the verb 'stored' which implies a memory mechanism, combined with 'linearly' describing the representational format. Per the codebook and calibration (ROME lesson): storage language ('stores', 'stored') implies R3 mechanistic claims. The primary evidence is linear probing of SSM states (R1 method) plus some averaging interventions. Per the decision tree for 'stores/encodes': no strong interventional evidence specifically licenses the storage claim — the probing shows decodability (R1), but 'stored' implies mechanism. Method_rung: 1 (linear probing dominant for this claim). Overclaim gap: +2. No hedge."
2409.04478,2409.04478-01,SAEs struggle to reach the neuron baseline,abstract,3,Interchange interventions (DAS/DBM binary masking + feature patching on GPT-2 small residual stream),2,2,0,5,0,"The primary evaluation method is interchange intervention: features are patched from a source prompt into a base prompt forward pass and output accuracy is measured. This is a Rung 2 interventional method. The claim 'SAEs struggle to reach the neuron baseline' is a performance comparison based on the intervention results — it says SAEs produce lower disentangle scores than the neuron baseline, which is a causal performance claim (intervening on SAE features vs. neuron features changes outcome less). The linguistic markers are comparative/performance-based ('struggle to reach') rather than mechanistic. No overclaim: this is a calibration anchor paper (see calibration rationales) and the claim-method alignment is appropriate. The claim matches the codebook example 'SAEs struggle to reach baseline → R2'."
2409.04478,2409.04478-02,sets of SAE features that separately mediate knowledge of which country a city is in,abstract,3,Interchange interventions (DAS/DBM binary masking + feature patching on GPT-2 small residual stream),2,2,0,4,0,"The method is interchange intervention (Rung 2): features are patched from source to base prompt and output is measured. The claim asks whether SAE feature sets 'separately mediate knowledge of which country a city is in.' The word 'mediate' is a canonical Rung 2 linguistic marker — it describes a causal mediating role established by the intervention, not a mechanistic storage claim. The paper explicitly frames this as evaluating whether features mediate (not encode or represent) knowledge. This is consistent with the calibration example 'features that mediate knowledge → R2'. Minor ambiguity: 'knowledge' could imply storage (R3), but in context it refers to the measured intervention outcome, keeping it R2. Confidence slightly reduced because 'knowledge' is a polysemous term."
